model_id,kegg.module,module_name
MAR04132,Hum_M00632,"Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P"
MAR04414,Hum_M00554,"UDP-Gal biosynthesis, Gal => UDP-Gal"
MAR04414,Hum_M00632,"Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P"
MAR04356,Hum_M00114,"Ascorbate biosynthesis, plants, fructose-6P => ascorbate"
MAR04356,Hum_M01000,"GDP-Man biosynthesis, Fru-6P => GDP-Man"
MAR04383,Hum_M00114,"Ascorbate biosynthesis, plants, fructose-6P => ascorbate"
MAR04383,Hum_M01000,"GDP-Man biosynthesis, Fru-6P => GDP-Man"
MAR04386,Hum_M00114,"Ascorbate biosynthesis, plants, fructose-6P => ascorbate"
MAR04386,Hum_M01000,"GDP-Man biosynthesis, Fru-6P => GDP-Man"
MAR04387,Hum_M01016,"GDP-L-Fuc biosynthesis, GDP-Man => GDP-L-Fuc"
MAR04399,Hum_M01016,"GDP-L-Fuc biosynthesis, GDP-Man => GDP-L-Fuc"
MAR04400,Hum_M01001,"GDP-L-Fuc biosynthesis, L-Fuc => GDP-L-Fuc"
MAR04401,Hum_M01001,"GDP-L-Fuc biosynthesis, L-Fuc => GDP-L-Fuc"
MAR04706,Hum_M01016,"GDP-L-Fuc biosynthesis, GDP-Man => GDP-L-Fuc"
MAR08768,Hum_M00014,Glucuronate pathway (uronate pathway)
MAR04592,Hum_M00014,Glucuronate pathway (uronate pathway)
MAR04594,Hum_M00014,Glucuronate pathway (uronate pathway)
MAR08342,Hum_M00014,Glucuronate pathway (uronate pathway)
MAR08352,Hum_M00014,Glucuronate pathway (uronate pathway)
MAR08729,Hum_M00014,Glucuronate pathway (uronate pathway)
MAR08729,Hum_M00129,"Ascorbate biosynthesis, animals, glucose-1P => ascorbate"
MAR03859,Hum_M00171,"C4-dicarboxylic acid cycle, NAD - malic enzyme type"
MAR04087,Hum_M00169,"CAM (Crassulacean acid metabolism), light"
MAR04087,Hum_M00172,"C4-dicarboxylic acid cycle, NADP - malic enzyme type"
MAR04089,Hum_M00169,"CAM (Crassulacean acid metabolism), light"
MAR04089,Hum_M00172,"C4-dicarboxylic acid cycle, NADP - malic enzyme type"
MAR04095,Hum_M00003,"Gluconeogenesis, oxaloacetate => fructose-6P"
MAR04101,Hum_M00003,"Gluconeogenesis, oxaloacetate => fructose-6P"
MAR04103,Hum_M00173,Reductive citrate cycle (Arnon-Buchanan cycle)
MAR04103,Hum_M00620,"Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate"
MAR04105,Hum_M00013,"Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA"
MAR04105,Hum_M00991,"Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => acetyl-CoA"
MAR04105,Hum_M00992,"Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => acrylate => acetyl-CoA"
MAR04459,Hum_M00088,"Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone"
MAR04460,Hum_M00013,"Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA"
MAR04464,Hum_M00013,"Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA"
MAR04497,Hum_M00982,Methylcitrate cycle
MAR00718,Hum_M00087,beta-Oxidation
MAR00718,Hum_M00088,"Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone"
MAR00718,Hum_M00095,"C5 isoprenoid biosynthesis, mevalonate pathway"
MAR00718,Hum_M00373,Ethylmalonyl pathway
MAR00718,Hum_M00374,Dicarboxylate-hydroxybutyrate cycle
MAR00718,Hum_M00375,Hydroxypropionate-hydroxybutylate cycle
MAR00718,Hum_M00849,"C5 isoprenoid biosynthesis, mevalonate pathway, archaea"
MAR00718,Hum_M00957,"Lysine degradation, bacteria, L-lysine => glutarate => succinate/acetyl-CoA"
MAR01434,Hum_M00087,beta-Oxidation
MAR01436,Hum_M00088,"Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone"
MAR04461,Hum_M00373,Ethylmalonyl pathway
MAR05351,Hum_M00005,"PRPP biosynthesis, ribose 5P => PRPP"
MAR04052,Hum_M00004,Pentose phosphate pathway (Pentose phosphate cycle)
MAR04052,Hum_M00007,"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P"
MAR04052,Hum_M00165,Reductive pentose phosphate cycle (Calvin cycle)
MAR04052,Hum_M00580,"Pentose phosphate pathway, archaea, fructose 6P => ribose 5P"
MAR04354,Hum_M00004,Pentose phosphate pathway (Pentose phosphate cycle)
MAR04354,Hum_M00007,"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P"
MAR04354,Hum_M00165,Reductive pentose phosphate cycle (Calvin cycle)
MAR04398,Hum_M00004,Pentose phosphate pathway (Pentose phosphate cycle)
MAR04398,Hum_M00006,"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"
MAR04474,Hum_M00004,Pentose phosphate pathway (Pentose phosphate cycle)
MAR04474,Hum_M00007,"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P"
MAR04474,Hum_M00165,Reductive pentose phosphate cycle (Calvin cycle)
MAR04476,Hum_M00004,Pentose phosphate pathway (Pentose phosphate cycle)
MAR04476,Hum_M00007,"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P"
MAR04476,Hum_M00165,Reductive pentose phosphate cycle (Calvin cycle)
MAR04477,Hum_M00004,Pentose phosphate pathway (Pentose phosphate cycle)
MAR04477,Hum_M00007,"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P"
MAR09799,Hum_M00004,Pentose phosphate pathway (Pentose phosphate cycle)
MAR09799,Hum_M00006,"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"
MAR09799,Hum_M00008,"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"
MAR03998,Hum_M00049,"Adenine ribonucleotide biosynthesis, IMP => ADP,ATP"
MAR04000,Hum_M00049,"Adenine ribonucleotide biosynthesis, IMP => ADP,ATP"
MAR04002,Hum_M00958,"Adenine ribonucleotide degradation, AMP => Urate"
MAR04004,Hum_M00958,"Adenine ribonucleotide degradation, AMP => Urate"
MAR04010,Hum_M00958,"Adenine ribonucleotide degradation, AMP => Urate"
MAR04012,Hum_M00050,"Guanine ribonucleotide biosynthesis, IMP => GDP,GTP"
MAR04020,Hum_M00048,"De novo purine biosynthesis, PRPP + glutamine => IMP"
MAR04022,Hum_M00050,"Guanine ribonucleotide biosynthesis, IMP => GDP,GTP"
MAR04038,Hum_M00049,"Adenine ribonucleotide biosynthesis, IMP => ADP,ATP"
MAR04040,Hum_M00050,"Guanine ribonucleotide biosynthesis, IMP => GDP,GTP"
MAR04046,Hum_M00958,"Adenine ribonucleotide degradation, AMP => Urate"
MAR04086,Hum_M00050,"Guanine ribonucleotide biosynthesis, IMP => GDP,GTP"
MAR04171,Hum_M00048,"De novo purine biosynthesis, PRPP + glutamine => IMP"
MAR04290,Hum_M00049,"Adenine ribonucleotide biosynthesis, IMP => ADP,ATP"
MAR04406,Hum_M00958,"Adenine ribonucleotide degradation, AMP => Urate"
MAR04419,Hum_M00959,"Guanine ribonucleotide degradation, GMP => Urate"
MAR04421,Hum_M00959,"Guanine ribonucleotide degradation, GMP => Urate"
MAR04451,Hum_M00050,"Guanine ribonucleotide biosynthesis, IMP => GDP,GTP"
MAR04453,Hum_M00958,"Adenine ribonucleotide degradation, AMP => Urate"
MAR04480,Hum_M00958,"Adenine ribonucleotide degradation, AMP => Urate"
MAR04495,Hum_M00959,"Guanine ribonucleotide degradation, GMP => Urate"
MAR04496,Hum_M00958,"Adenine ribonucleotide degradation, AMP => Urate"
MAR04518,Hum_M00958,"Adenine ribonucleotide degradation, AMP => Urate"
MAR04520,Hum_M00958,"Adenine ribonucleotide degradation, AMP => Urate"
MAR04603,Hum_M00053,"Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP"
MAR04612,Hum_M00053,"Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP"
MAR04617,Hum_M00053,"Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP"
MAR04618,Hum_M00053,"Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP"
MAR04618,Hum_M00938,"Pyrimidine deoxyribonucleotide biosynthesis, UDP => dTTP"
MAR04621,Hum_M00546,"Purine degradation, xanthine => urea"
MAR04621,Hum_M00958,"Adenine ribonucleotide degradation, AMP => Urate"
MAR04621,Hum_M00959,"Guanine ribonucleotide degradation, GMP => Urate"
MAR04632,Hum_M00546,"Purine degradation, xanthine => urea"
MAR04632,Hum_M00958,"Adenine ribonucleotide degradation, AMP => Urate"
MAR04632,Hum_M00959,"Guanine ribonucleotide degradation, GMP => Urate"
MAR04646,Hum_M00959,"Guanine ribonucleotide degradation, GMP => Urate"
MAR04646,Hum_M00968,"Pentose bisphosphate pathway (nucleoside degradation), archaea, nucleoside/NMP => 3-PGA/glycerone phosphate"
MAR04705,Hum_M00048,"De novo purine biosynthesis, PRPP + glutamine => IMP"
MAR04709,Hum_M00048,"De novo purine biosynthesis, PRPP + glutamine => IMP"
MAR04799,Hum_M00048,"De novo purine biosynthesis, PRPP + glutamine => IMP"
MAR04802,Hum_M00048,"De novo purine biosynthesis, PRPP + glutamine => IMP"
MAR04804,Hum_M00048,"De novo purine biosynthesis, PRPP + glutamine => IMP"
MAR04808,Hum_M00048,"De novo purine biosynthesis, PRPP + glutamine => IMP"
MAR04810,Hum_M00048,"De novo purine biosynthesis, PRPP + glutamine => IMP"
MAR05301,Hum_M00546,"Purine degradation, xanthine => urea"
MAR05353,Hum_M00546,"Purine degradation, xanthine => urea"
MAR06601,Hum_M00546,"Purine degradation, xanthine => urea"
MAR07144,Hum_M00050,"Guanine ribonucleotide biosynthesis, IMP => GDP,GTP"
MAR09797,Hum_M00050,"Guanine ribonucleotide biosynthesis, IMP => GDP,GTP"
MAR04016,Hum_M00053,"Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP"
MAR04044,Hum_M00053,"Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP"
MAR04291,Hum_M00053,"Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP"
MAR04420,Hum_M00053,"Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP"
MAR04570,Hum_M00052,"Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP"
MAR04572,Hum_M00052,"Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP"
MAR04006,Hum_M00052,"Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP"
MAR04028,Hum_M00053,"Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP"
MAR04030,Hum_M00053,"Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP"
MAR04030,Hum_M00938,"Pyrimidine deoxyribonucleotide biosynthesis, UDP => dTTP"
MAR04670,Hum_M00053,"Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP"
MAR04670,Hum_M00938,"Pyrimidine deoxyribonucleotide biosynthesis, UDP => dTTP"
MAR04673,Hum_M00938,"Pyrimidine deoxyribonucleotide biosynthesis, UDP => dTTP"
MAR03931,Hum_M00052,"Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP"
MAR03969,Hum_M00052,"Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP"
MAR03970,Hum_M00051,"De novo pyrimidine biosynthesis, glutamine (+ PRPP) => UMP"
MAR03970,Hum_M00978,Ornithine-ammonia cycle
MAR04008,Hum_M00051,"De novo pyrimidine biosynthesis, glutamine (+ PRPP) => UMP"
MAR04032,Hum_M00051,"De novo pyrimidine biosynthesis, glutamine (+ PRPP) => UMP"
MAR04182,Hum_M00052,"Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP"
MAR04210,Hum_M00046,"Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate"
MAR04211,Hum_M00046,"Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate"
MAR04346,Hum_M00046,"Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate"
MAR04512,Hum_M00051,"De novo pyrimidine biosynthesis, glutamine (+ PRPP) => UMP"
MAR04513,Hum_M00968,"Pentose bisphosphate pathway (nucleoside degradation), archaea, nucleoside/NMP => 3-PGA/glycerone phosphate"
MAR04577,Hum_M00051,"De novo pyrimidine biosynthesis, glutamine (+ PRPP) => UMP"
MAR04579,Hum_M00051,"De novo pyrimidine biosynthesis, glutamine (+ PRPP) => UMP"
MAR04580,Hum_M00938,"Pyrimidine deoxyribonucleotide biosynthesis, UDP => dTTP"
MAR04575,Hum_M00938,"Pyrimidine deoxyribonucleotide biosynthesis, UDP => dTTP"
MAR04637,Hum_M00938,"Pyrimidine deoxyribonucleotide biosynthesis, UDP => dTTP"
MAR04643,Hum_M00046,"Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate"
MAR04644,Hum_M00046,"Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate"
MAR04676,Hum_M00053,"Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP"
MAR04736,Hum_M00053,"Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP"
MAR04054,Hum_M00176,"Assimilatory sulfate reduction, sulfate => H2S"
MAR04054,Hum_M00596,"Dissimilatory sulfate reduction, sulfate => H2S"
MAR04054,Hum_M00987,"Assimilatory sulfate reduction, plants, sulfate => H2S"
MAR04061,Hum_M00176,"Assimilatory sulfate reduction, sulfate => H2S"
MAR04136,Hum_M00046,"Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate"
MAR04601,Hum_M00048,"De novo purine biosynthesis, PRPP + glutamine => IMP"
MAR04806,Hum_M00052,"Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP"
MAR06625,Hum_M00052,"Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP"
MAR06626,Hum_M00938,"Pyrimidine deoxyribonucleotide biosynthesis, UDP => dTTP"
MAR07717,Hum_M00053,"Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP"
MAR08486,Hum_M00740,Methylaspartate cycle
MAR08487,Hum_M00029,Urea cycle
MAR08487,Hum_M00844,"Arginine biosynthesis, ornithine => arginine"
MAR08487,Hum_M00845,"Arginine biosynthesis, glutamate => acetylcitrulline => arginine"
MAR08487,Hum_M00978,Ornithine-ammonia cycle
MAR08488,Hum_M00029,Urea cycle
MAR08488,Hum_M00844,"Arginine biosynthesis, ornithine => arginine"
MAR08488,Hum_M00845,"Arginine biosynthesis, glutamate => acetylcitrulline => arginine"
MAR08488,Hum_M00978,Ornithine-ammonia cycle
MAR03802,Hum_M00170,"C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type"
MAR03802,Hum_M00171,"C4-dicarboxylic acid cycle, NAD - malic enzyme type"
MAR03804,Hum_M00170,"C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type"
MAR03804,Hum_M00171,"C4-dicarboxylic acid cycle, NAD - malic enzyme type"
MAR03827,Hum_M00029,Urea cycle
MAR03829,Hum_M00978,Ornithine-ammonia cycle
MAR03870,Hum_M00171,"C4-dicarboxylic acid cycle, NAD - malic enzyme type"
MAR03890,Hum_M00171,"C4-dicarboxylic acid cycle, NAD - malic enzyme type"
MAR04115,Hum_M00027,GABA (gamma-Aminobutyrate) shunt
MAR04118,Hum_M00027,GABA (gamma-Aminobutyrate) shunt
MAR04172,Hum_M00027,GABA (gamma-Aminobutyrate) shunt
MAR04196,Hum_M00025,"Tyrosine biosynthesis, chorismate => HPP => tyrosine"
MAR04196,Hum_M00044,"Tyrosine degradation, tyrosine => homogentisate"
MAR04693,Hum_M00970,"Proline degradation, proline => glutamate"
MAR06780,Hum_M00972,Proline metabolism
MAR07642,Hum_M00029,Urea cycle
MAR07642,Hum_M00844,"Arginine biosynthesis, ornithine => arginine"
MAR07642,Hum_M00978,Ornithine-ammonia cycle
MAR08626,Hum_M00029,Urea cycle
MAR08626,Hum_M00134,"Polyamine biosynthesis, arginine => ornithine => putrescine"
MAR08628,Hum_M00015,"Proline biosynthesis, glutamate => proline"
MAR08628,Hum_M00970,"Proline degradation, proline => glutamate"
MAR08628,Hum_M00972,Proline metabolism
MAR03806,Hum_M00015,"Proline biosynthesis, glutamate => proline"
MAR03806,Hum_M00970,"Proline degradation, proline => glutamate"
MAR03806,Hum_M00972,Proline metabolism
MAR03809,Hum_M00015,"Proline biosynthesis, glutamate => proline"
MAR03809,Hum_M00972,Proline metabolism
MAR03816,Hum_M00972,Proline metabolism
MAR03819,Hum_M00972,Proline metabolism
MAR03820,Hum_M00015,"Proline biosynthesis, glutamate => proline"
MAR03832,Hum_M00015,"Proline biosynthesis, glutamate => proline"
MAR03837,Hum_M00034,Methionine salvage pathway
MAR03837,Hum_M00133,"Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine"
MAR03895,Hum_M00034,Methionine salvage pathway
MAR03895,Hum_M00133,"Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine"
MAR03993,Hum_M00133,"Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine"
MAR04073,Hum_M00134,"Polyamine biosynthesis, arginine => ornithine => putrescine"
MAR04075,Hum_M00134,"Polyamine biosynthesis, arginine => ornithine => putrescine"
MAR04190,Hum_M00133,"Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine"
MAR04191,Hum_M00047,Creatine pathway
MAR04781,Hum_M00034,Methionine salvage pathway
MAR06958,Hum_M00028,"Ornithine biosynthesis, glutamate => ornithine"
MAR06958,Hum_M00845,"Arginine biosynthesis, glutamate => acetylcitrulline => arginine"
MAR06961,Hum_M00028,"Ornithine biosynthesis, glutamate => ornithine"
MAR06965,Hum_M00029,Urea cycle
MAR06965,Hum_M00134,"Polyamine biosynthesis, arginine => ornithine => putrescine"
MAR08096,Hum_M00135,"GABA biosynthesis, eukaryotes, putrescine => GABA"
MAR08097,Hum_M00135,"GABA biosynthesis, eukaryotes, putrescine => GABA"
MAR08098,Hum_M00135,"GABA biosynthesis, eukaryotes, putrescine => GABA"
MAR08426,Hum_M00015,"Proline biosynthesis, glutamate => proline"
MAR08426,Hum_M00972,Proline metabolism
MAR08605,Hum_M00027,GABA (gamma-Aminobutyrate) shunt
MAR08606,Hum_M00532,Photorespiration
MAR08608,Hum_M00532,Photorespiration
MAR08609,Hum_M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA"
MAR08611,Hum_M00020,"Serine biosynthesis, glycerate-3P => serine"
MAR04285,Hum_M00020,"Serine biosynthesis, glycerate-3P => serine"
MAR00457,Hum_M00020,"Serine biosynthesis, glycerate-3P => serine"
MAR00460,Hum_M00140,"C1-unit interconversion, prokaryotes"
MAR00460,Hum_M00141,"C1-unit interconversion, eukaryotes"
MAR00460,Hum_M00346,"Formaldehyde assimilation, serine pathway"
MAR00460,Hum_M00532,Photorespiration
MAR00460,Hum_M00975,"Betaine degradation, bacteria, betaine => pyruvate"
MAR03841,Hum_M00975,"Betaine degradation, bacteria, betaine => pyruvate"
MAR03843,Hum_M00035,Methionine degradation
MAR03860,Hum_M00570,"Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine"
MAR03901,Hum_M00047,Creatine pathway
MAR03939,Hum_M00555,"Betaine biosynthesis, choline => betaine"
MAR03974,Hum_M00555,"Betaine biosynthesis, choline => betaine"
MAR04198,Hum_M00555,"Betaine biosynthesis, choline => betaine"
MAR04200,Hum_M00974,"Betaine metabolism, animals, betaine => glycine"
MAR04284,Hum_M00974,"Betaine metabolism, animals, betaine => glycine"
MAR04284,Hum_M00975,"Betaine degradation, bacteria, betaine => pyruvate"
MAR04348,Hum_M00868,"Heme biosynthesis, animals and fungi, glycine => heme"
MAR04466,Hum_M00532,Photorespiration
MAR04582,Hum_M00140,"C1-unit interconversion, prokaryotes"
MAR04582,Hum_M00141,"C1-unit interconversion, eukaryotes"
MAR04582,Hum_M00346,"Formaldehyde assimilation, serine pathway"
MAR04582,Hum_M00532,Photorespiration
MAR04582,Hum_M00975,"Betaine degradation, bacteria, betaine => pyruvate"
MAR04700,Hum_M00532,Photorespiration
MAR04742,Hum_M00555,"Betaine biosynthesis, choline => betaine"
MAR04788,Hum_M00018,"Threonine biosynthesis, aspartate => homoserine => threonine"
MAR04792,Hum_M00018,"Threonine biosynthesis, aspartate => homoserine => threonine"
MAR07703,Hum_M00045,"Histidine degradation, histidine => N-formiminoglutamate => glutamate"
MAR08440,Hum_M00045,"Histidine degradation, histidine => N-formiminoglutamate => glutamate"
MAR09718,Hum_M00045,"Histidine degradation, histidine => N-formiminoglutamate => glutamate"
MAR09486,Hum_M00045,"Histidine degradation, histidine => N-formiminoglutamate => glutamate"
MAR04431,Hum_M00032,"Lysine degradation, lysine => saccharopine => acetoacetyl-CoA"
MAR04437,Hum_M00030,"Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine"
MAR04437,Hum_M00032,"Lysine degradation, lysine => saccharopine => acetoacetyl-CoA"
MAR04437,Hum_M00960,"Lysine degradation, bacteria, L-lysine => D-lysine => succinate"
MAR04658,Hum_M00030,"Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine"
MAR04658,Hum_M00032,"Lysine degradation, lysine => saccharopine => acetoacetyl-CoA"
MAR04658,Hum_M00960,"Lysine degradation, bacteria, L-lysine => D-lysine => succinate"
MAR04660,Hum_M00032,"Lysine degradation, lysine => saccharopine => acetoacetyl-CoA"
MAR04712,Hum_M00032,"Lysine degradation, lysine => saccharopine => acetoacetyl-CoA"
MAR08783,Hum_M00030,"Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine"
MAR08784,Hum_M00032,"Lysine degradation, lysine => saccharopine => acetoacetyl-CoA"
MAR08786,Hum_M00032,"Lysine degradation, lysine => saccharopine => acetoacetyl-CoA"
MAR04288,Hum_M00960,"Lysine degradation, bacteria, L-lysine => D-lysine => succinate"
MAR04596,Hum_M00032,"Lysine degradation, lysine => saccharopine => acetoacetyl-CoA"
MAR06977,Hum_M00032,"Lysine degradation, lysine => saccharopine => acetoacetyl-CoA"
MAR06977,Hum_M00087,beta-Oxidation
MAR06977,Hum_M00374,Dicarboxylate-hydroxybutyrate cycle
MAR06977,Hum_M00375,Hydroxypropionate-hydroxybutylate cycle
