model_id,kegg.module,module_name
PEPCK,M00003,"Gluconeogenesis, oxaloacetate => fructose-6P"
LDH_L,,
G6PDH2r,M00004,Pentose phosphate pathway (Pentose phosphate cycle)
G6PDH2r,M00006,"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"
G6PDH2r,M00008,"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"
PGL,M00004,Pentose phosphate pathway (Pentose phosphate cycle)
PGL,M00006,"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"
PGL,M00008,"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"
GND,M00004,Pentose phosphate pathway (Pentose phosphate cycle)
GND,M00006,"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"
RPI,M00004,Pentose phosphate pathway (Pentose phosphate cycle)
RPI,M00007,"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P"
RPI,M00165,Reductive pentose phosphate cycle (Calvin cycle)
RPI,M00580,"Pentose phosphate pathway, archaea, fructose 6P => ribose 5P"
RPE,M00004,Pentose phosphate pathway (Pentose phosphate cycle)
RPE,M00007,"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P"
RPE,M00165,Reductive pentose phosphate cycle (Calvin cycle)
TKT1,M00004,Pentose phosphate pathway (Pentose phosphate cycle)
TKT1,M00007,"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P"
TKT1,M00165,Reductive pentose phosphate cycle (Calvin cycle)
TALA,,
TKT2,,
PDHm,M00307,"Pyruvate oxidation, pyruvate => acetyl-CoA"
CSm,M00009,"Citrate cycle (TCA cycle, Krebs cycle)"
CSm,M00010,"Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate"
CSm,M00012,Glyoxylate cycle
CSm,M00740,Methylaspartate cycle
ACONTm,M00009,"Citrate cycle (TCA cycle, Krebs cycle)"
ACONTm,M00010,"Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate"
ICDHxm,M00009,"Citrate cycle (TCA cycle, Krebs cycle)"
ICDHxm,M00010,"Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate"
ICDHyrm,M00009,"Citrate cycle (TCA cycle, Krebs cycle)"
ICDHyrm,M00010,"Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate"
ICDHyrm,M00173,Reductive citrate cycle (Arnon-Buchanan cycle)
AKGDm,,
SUCOAS1m,M00009,"Citrate cycle (TCA cycle, Krebs cycle)"
SUCOAS1m,M00011,"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate"
SUCOASm,M00009,"Citrate cycle (TCA cycle, Krebs cycle)"
SUCOASm,M00011,"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate"
SUCOASm,M00173,Reductive citrate cycle (Arnon-Buchanan cycle)
SUCOASm,M00374,Dicarboxylate-hydroxybutyrate cycle
SUCOASm,M00620,"Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate"
FUMm,M00009,"Citrate cycle (TCA cycle, Krebs cycle)"
FUMm,M00011,"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate"
FUMm,M00173,Reductive citrate cycle (Arnon-Buchanan cycle)
FUMm,M00374,Dicarboxylate-hydroxybutyrate cycle
FUMm,M00376,3-Hydroxypropionate bi-cycle
FUMm,M00620,"Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate"
FUMm,M00982,Methylcitrate cycle
MDHm,M00009,"Citrate cycle (TCA cycle, Krebs cycle)"
MDHm,M00011,"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate"
MDHm,M00012,Glyoxylate cycle
MDHm,M00168,"CAM (Crassulacean acid metabolism), dark"
MDHm,M00171,"C4-dicarboxylic acid cycle, NAD - malic enzyme type"
MDHm,M00173,Reductive citrate cycle (Arnon-Buchanan cycle)
MDHm,M00346,"Formaldehyde assimilation, serine pathway"
MDHm,M00374,Dicarboxylate-hydroxybutyrate cycle
MDHm,M00620,"Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate"
MDHm,M00740,Methylaspartate cycle
MDHm,M00982,Methylcitrate cycle
CI_MitoCore,,
CII_MitoCore,M00009,"Citrate cycle (TCA cycle, Krebs cycle)"
CII_MitoCore,M00011,"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate"
CII_MitoCore,M00149,"Succinate dehydrogenase, prokaryotes"
CII_MitoCore,M00150,"Fumarate reductase, prokaryotes"
CII_MitoCore,M00173,Reductive citrate cycle (Arnon-Buchanan cycle)
CII_MitoCore,M00374,Dicarboxylate-hydroxybutyrate cycle
CII_MitoCore,M00376,3-Hydroxypropionate bi-cycle
CII_MitoCore,M00982,Methylcitrate cycle
CIII_MitoCore,M00152,Cytochrome bc1 complex
CIV_MitoCore,M00154,Cytochrome c oxidase
CIV_MitoCore,M00155,"Cytochrome c oxidase, prokaryotes"
CIV_MitoCore,M00156,"Cytochrome c oxidase, cbb3-type"
CV_MitoCore,M00157,"F-type ATPase, prokaryotes and chloroplasts"
CV_MitoCore,M00158,"F-type ATPase, eukaryotes"
CV_MitoCore,M00159,"V/A-type ATPase, prokaryotes"
CV_MitoCore,M00160,"V-type ATPase, eukaryotes"
PEPCKm,M00003,"Gluconeogenesis, oxaloacetate => fructose-6P"
PCm,M00173,Reductive citrate cycle (Arnon-Buchanan cycle)
PCm,M00620,"Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate"
ME2m,M00169,"CAM (Crassulacean acid metabolism), light"
ME2m,M00172,"C4-dicarboxylic acid cycle, NADP - malic enzyme type"
ME1m,M00171,"C4-dicarboxylic acid cycle, NAD - malic enzyme type"
r0081,M00171,"C4-dicarboxylic acid cycle, NAD - malic enzyme type"
ACITLm_MitoCore,M00173,Reductive citrate cycle (Arnon-Buchanan cycle)
NDPK1m,M00050,"Guanine ribonucleotide biosynthesis, IMP => GDP,GTP"
NNT_MitoCore,,
ADK1m,M00049,"Adenine ribonucleotide biosynthesis, IMP => ADP,ATP"
ME2,M00169,"CAM (Crassulacean acid metabolism), light"
ME2,M00172,"C4-dicarboxylic acid cycle, NADP - malic enzyme type"
ALATA_L,M00171,"C4-dicarboxylic acid cycle, NAD - malic enzyme type"
NDPK1,M00050,"Guanine ribonucleotide biosynthesis, IMP => GDP,GTP"
FUM,M00009,"Citrate cycle (TCA cycle, Krebs cycle)"
FUM,M00011,"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate"
FUM,M00173,Reductive citrate cycle (Arnon-Buchanan cycle)
FUM,M00374,Dicarboxylate-hydroxybutyrate cycle
FUM,M00376,3-Hydroxypropionate bi-cycle
FUM,M00620,"Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate"
FUM,M00982,Methylcitrate cycle
ADK1,M00049,"Adenine ribonucleotide biosynthesis, IMP => ADP,ATP"
ICDHy,M00009,"Citrate cycle (TCA cycle, Krebs cycle)"
ICDHy,M00010,"Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate"
ICDHy,M00173,Reductive citrate cycle (Arnon-Buchanan cycle)
ACONT,M00009,"Citrate cycle (TCA cycle, Krebs cycle)"
ACONT,M00010,"Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate"
ACITL,M00173,Reductive citrate cycle (Arnon-Buchanan cycle)
ASPTA,M00170,"C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type"
ASPTA,M00171,"C4-dicarboxylic acid cycle, NAD - malic enzyme type"
MDH,M00009,"Citrate cycle (TCA cycle, Krebs cycle)"
MDH,M00011,"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate"
MDH,M00012,Glyoxylate cycle
MDH,M00168,"CAM (Crassulacean acid metabolism), dark"
MDH,M00171,"C4-dicarboxylic acid cycle, NAD - malic enzyme type"
MDH,M00173,Reductive citrate cycle (Arnon-Buchanan cycle)
MDH,M00346,"Formaldehyde assimilation, serine pathway"
MDH,M00374,Dicarboxylate-hydroxybutyrate cycle
MDH,M00620,"Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate"
MDH,M00740,Methylaspartate cycle
MDH,M00982,Methylcitrate cycle
ASPTAm,M00170,"C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type"
ASPTAm,M00171,"C4-dicarboxylic acid cycle, NAD - malic enzyme type"
G3PD1,,
r0205,,
FACOAL160i,M00086,"beta-Oxidation, acyl-CoA synthesis"
C160CPT1,,
PPA,,
C160CPT2,,
PPAm,,
ACOT2_MitoCore,,
ACADLC16_MitoCore,M00087,beta-Oxidation
MECR16C_MitoCore,M00085,Fatty acid elongation in mitochondria
MTPC16_MitoCore,M00085,Fatty acid elongation in mitochondria
MTPC16_MitoCore,M00087,beta-Oxidation
ACADLC14_MitoCore,M00087,beta-Oxidation
MECR14C_MitoCore,M00085,Fatty acid elongation in mitochondria
MTPC14_MitoCore,M00085,Fatty acid elongation in mitochondria
MTPC14_MitoCore,M00087,beta-Oxidation
r1447,M00087,beta-Oxidation
r0638,M00085,Fatty acid elongation in mitochondria
r0660,M00085,Fatty acid elongation in mitochondria
r0660,M00087,beta-Oxidation
r0722,M00085,Fatty acid elongation in mitochondria
r0722,M00087,beta-Oxidation
r0724,M00085,Fatty acid elongation in mitochondria
r0724,M00087,beta-Oxidation
r1451,M00087,beta-Oxidation
r0735,M00085,Fatty acid elongation in mitochondria
r0728,M00085,Fatty acid elongation in mitochondria
r0728,M00087,beta-Oxidation
r0726,M00085,Fatty acid elongation in mitochondria
r0726,M00087,beta-Oxidation
r0634,M00085,Fatty acid elongation in mitochondria
r0634,M00087,beta-Oxidation
r1448,M00087,beta-Oxidation
r0633,M00085,Fatty acid elongation in mitochondria
r0731,M00085,Fatty acid elongation in mitochondria
r0731,M00087,beta-Oxidation
r0730,M00085,Fatty acid elongation in mitochondria
r0730,M00087,beta-Oxidation
r0732,M00085,Fatty acid elongation in mitochondria
r0732,M00087,beta-Oxidation
r1450,M00087,beta-Oxidation
r0791,M00085,Fatty acid elongation in mitochondria
r0734,M00085,Fatty acid elongation in mitochondria
r0734,M00087,beta-Oxidation
r0733,M00085,Fatty acid elongation in mitochondria
r0733,M00087,beta-Oxidation
r0287,M00085,Fatty acid elongation in mitochondria
r0287,M00087,beta-Oxidation
r1446,M00087,beta-Oxidation
ECOAH1m,M00032,"Lysine degradation, lysine => saccharopine => acetoacetyl-CoA"
ECOAH1m,M00087,beta-Oxidation
ECOAH1m,M00374,Dicarboxylate-hydroxybutyrate cycle
ECOAH1m,M00375,Hydroxypropionate-hydroxybutylate cycle
ECOAH1m,M00957,"Lysine degradation, bacteria, L-lysine => glutarate => succinate/acetyl-CoA"
HACD1m,M00032,"Lysine degradation, lysine => saccharopine => acetoacetyl-CoA"
HACD1m,M00087,beta-Oxidation
HACD1m,M00374,Dicarboxylate-hydroxybutyrate cycle
HACD1m,M00375,Hydroxypropionate-hydroxybutylate cycle
HACD1m,M00957,"Lysine degradation, bacteria, L-lysine => glutarate => succinate/acetyl-CoA"
ACACT1rm,M00087,beta-Oxidation
ACACT1rm,M00088,"Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone"
ACACT1rm,M00095,"C5 isoprenoid biosynthesis, mevalonate pathway"
ACACT1rm,M00373,Ethylmalonyl pathway
ACACT1rm,M00374,Dicarboxylate-hydroxybutyrate cycle
ACACT1rm,M00375,Hydroxypropionate-hydroxybutylate cycle
ACACT1rm,M00849,"C5 isoprenoid biosynthesis, mevalonate pathway, archaea"
ACACT1rm,M00957,"Lysine degradation, bacteria, L-lysine => glutarate => succinate/acetyl-CoA"
ACCOAC,M00082,"Fatty acid biosynthesis, initiation"
ACCOAC,M00375,Hydroxypropionate-hydroxybutylate cycle
ACCOAC,M00376,3-Hydroxypropionate bi-cycle
ACCOAC,M00885,"Meromycolic acid biosynthesis, initiation and elongation FAS II (KasA)"
ACCOAC,M00886,"Meromycolic acid biosynthesis, initiation and elongation FAS II (KasA and KasB)"
MCOATA,M00082,"Fatty acid biosynthesis, initiation"
MCOATA,M00885,"Meromycolic acid biosynthesis, initiation and elongation FAS II (KasA)"
MCOATA,M00886,"Meromycolic acid biosynthesis, initiation and elongation FAS II (KasA and KasB)"
ACOATA,M00082,"Fatty acid biosynthesis, initiation"
r0678,M00082,"Fatty acid biosynthesis, initiation"
r0678,M00083,"Fatty acid biosynthesis, elongation"
r0691,M00083,"Fatty acid biosynthesis, elongation"
r0681,M00083,"Fatty acid biosynthesis, elongation"
r0682,M00083,"Fatty acid biosynthesis, elongation"
r0760,M00083,"Fatty acid biosynthesis, elongation"
r0761,M00083,"Fatty acid biosynthesis, elongation"
r0762,M00083,"Fatty acid biosynthesis, elongation"
r0763,M00083,"Fatty acid biosynthesis, elongation"
r0764,M00083,"Fatty acid biosynthesis, elongation"
r0694,M00083,"Fatty acid biosynthesis, elongation"
r0695,M00083,"Fatty acid biosynthesis, elongation"
r0765,M00083,"Fatty acid biosynthesis, elongation"
r0766,M00083,"Fatty acid biosynthesis, elongation"
r0692,M00083,"Fatty acid biosynthesis, elongation"
r0693,M00083,"Fatty acid biosynthesis, elongation"
r0767,M00083,"Fatty acid biosynthesis, elongation"
r0768,M00083,"Fatty acid biosynthesis, elongation"
r0769,M00083,"Fatty acid biosynthesis, elongation"
r0770,M00083,"Fatty acid biosynthesis, elongation"
r0712,M00083,"Fatty acid biosynthesis, elongation"
r0713,M00083,"Fatty acid biosynthesis, elongation"
r0701,M00083,"Fatty acid biosynthesis, elongation"
r0702,M00083,"Fatty acid biosynthesis, elongation"
r0771,M00083,"Fatty acid biosynthesis, elongation"
r0772,M00083,"Fatty acid biosynthesis, elongation"
r0696,M00083,"Fatty acid biosynthesis, elongation"
r0697,M00083,"Fatty acid biosynthesis, elongation"
r0773,M00083,"Fatty acid biosynthesis, elongation"
FA160ACPH,,
FACOAL40im,,
BDHm,M00088,"Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone"
OCOAT1m,,
HMGCOASim,M00088,"Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone"
HMGCOASim,M00095,"C5 isoprenoid biosynthesis, mevalonate pathway"
HMGCOASim,M00849,"C5 isoprenoid biosynthesis, mevalonate pathway, archaea"
HMGLm,M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA"
HMGLm,M00088,"Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone"
LEUTAm,M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA"
OIVD1m,M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA"
r0655,M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA"
MCCCrm,M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA"
MGCHrm,M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA"
ILETAm,M00019,"Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine"
ILETAm,M00570,"Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine"
OIVD3m,,
r0603,,
ECOAH9m,,
HACD9m,,
ACACT10m,,
VALTAm,M00019,"Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine"
VALTAm,M00119,"Pantothenate biosynthesis, valine/L-aspartate => pantothenate"
OIVD2m,,
r0560,,
ECOAH12m,,
3HBCOAHLm,,
HIBDm,,
ACCOALm,,
MMSAD1m,,
PPCOACm,M00373,Ethylmalonyl pathway
PPCOACm,M00375,Hydroxypropionate-hydroxybutylate cycle
PPCOACm,M00376,3-Hydroxypropionate bi-cycle
PPCOACm,M00741,"Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA"
MMEm,M00373,Ethylmalonyl pathway
MMEm,M00375,Hydroxypropionate-hydroxybutylate cycle
MMEm,M00376,3-Hydroxypropionate bi-cycle
MMEm,M00741,"Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA"
MMMm,M00373,Ethylmalonyl pathway
MMMm,M00375,Hydroxypropionate-hydroxybutylate cycle
MMMm,M00376,3-Hydroxypropionate bi-cycle
MMMm,M00741,"Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA"
MMCDm,,
THRD_L,M00570,"Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine"
r1154,,
2HBO,,
METAT,M00034,Methionine salvage pathway
METAT,M00035,Methionine degradation
METAT,M00368,"Ethylene biosynthesis, methionine => ethylene"
METAT,M00609,"Cysteine biosynthesis, methionine => cysteine"
METAT,M00953,"Mugineic acid biosynthesis, methionine => 3-epihydroxymugineic acid"
AHC,M00035,Methionine degradation
ADNK1,,
CYSTS,M00035,Methionine degradation
CYSTS,M00338,"Cysteine biosynthesis, homocysteine + serine => cysteine"
CYSTGL,M00338,"Cysteine biosynthesis, homocysteine + serine => cysteine"
CYSTGL,M00609,"Cysteine biosynthesis, methionine => cysteine"
CYSO,,
3SALATAi,,
3SPYRSP,,
CYSTA,,
CYSTAm,,
MCPST,,
MCPSTm_MitoCore,,
r0595m_MitoCore,,
r0595B_MitoCore,,
MCLOR,M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate"
MCLOR,M00912,"NAD biosynthesis, tryptophan => quinolinate => NAD"
r0193,M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate"
r0193,M00912,"NAD biosynthesis, tryptophan => quinolinate => NAD"
TRPO2,M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate"
TRPO2,M00912,"NAD biosynthesis, tryptophan => quinolinate => NAD"
FKYNH,M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate"
FKYNH,M00912,"NAD biosynthesis, tryptophan => quinolinate => NAD"
KYN3OX,M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate"
KYN3OX,M00912,"NAD biosynthesis, tryptophan => quinolinate => NAD"
HKYNH,M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate"
3HAO,M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate"
PCLAD,,
r0645,,
AMCOXO,M00032,"Lysine degradation, lysine => saccharopine => acetoacetyl-CoA"
AMCOXO2_MitoCore,,
2OXOADOXm,M00032,"Lysine degradation, lysine => saccharopine => acetoacetyl-CoA"
r0541,M00032,"Lysine degradation, lysine => saccharopine => acetoacetyl-CoA"
SACCD3m,M00032,"Lysine degradation, lysine => saccharopine => acetoacetyl-CoA"
r0525,M00032,"Lysine degradation, lysine => saccharopine => acetoacetyl-CoA"
AASAD3m,M00030,"Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine"
AASAD3m,M00032,"Lysine degradation, lysine => saccharopine => acetoacetyl-CoA"
AASAD3m,M00960,"Lysine degradation, bacteria, L-lysine => D-lysine => succinate"
R03103_MitoCore,,
r0450,M00960,"Lysine degradation, bacteria, L-lysine => D-lysine => succinate"
LYSOXc_MitoCore,,
PPD2CSPc_MitoCore,M00960,"Lysine degradation, bacteria, L-lysine => D-lysine => succinate"
1PPDCRc_MitoCore,,
1PPDCRc_NADPH_MitoCore,M00960,"Lysine degradation, bacteria, L-lysine => D-lysine => succinate"
LPCOXc_MitoCore,M00032,"Lysine degradation, lysine => saccharopine => acetoacetyl-CoA"
RE1254C,M00970,"Proline degradation, proline => glutamate"
RE1254C,M00972,Proline metabolism
r0594,M00015,"Proline biosynthesis, glutamate => proline"
r0594,M00970,"Proline degradation, proline => glutamate"
r0594,M00972,Proline metabolism
PROD2mB_MitoCore,M00970,"Proline degradation, proline => glutamate"
G5SADrm,M00015,"Proline biosynthesis, glutamate => proline"
r0074,M00015,"Proline biosynthesis, glutamate => proline"
GLU5Km,M00015,"Proline biosynthesis, glutamate => proline"
GLU5Km,M00972,Proline metabolism
G5SDym,M00972,Proline metabolism
P5CRm,M00972,Proline metabolism
P5CRxm,M00134,"Polyamine biosynthesis, arginine => ornithine => putrescine"
ORNTArm,,
ORNDC,,
PTRCOX1,,
r0464c_MitoCore,M00133,"Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine"
ABUTD,M00133,"Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine"
ARGDCm,M00135,"GABA biosynthesis, eukaryotes, putrescine => GABA"
AGMTm,M00135,"GABA biosynthesis, eukaryotes, putrescine => GABA"
PTRCAT1m_MitoCore,M00135,"GABA biosynthesis, eukaryotes, putrescine => GABA"
APRTO2m_MitoCore,M00135,"GABA biosynthesis, eukaryotes, putrescine => GABA"
NABTNOm,M00027,GABA (gamma-Aminobutyrate) shunt
4aabutn_MitoCore,M00027,GABA (gamma-Aminobutyrate) shunt
GLUDC,M00027,GABA (gamma-Aminobutyrate) shunt
ABTArm,,
r0178,M00740,Methylaspartate cycle
GLUDxm,,
GLUDym,M00740,Methylaspartate cycle
GLUDxi,M00978,Ornithine-ammonia cycle
GLUDy,,
GLNS,,
GLUNm,M00020,"Serine biosynthesis, glycerate-3P => serine"
GLUN_MitoCore,M00020,"Serine biosynthesis, glycerate-3P => serine"
PGCD,M00020,"Serine biosynthesis, glycerate-3P => serine"
PSERT,M00140,"C1-unit interconversion, prokaryotes"
PSERT,M00141,"C1-unit interconversion, eukaryotes"
PSERT,M00346,"Formaldehyde assimilation, serine pathway"
PSERT,M00532,Photorespiration
PSERT,M00975,"Betaine degradation, bacteria, betaine => pyruvate"
PSP_L,,
GHMT2r,M00126,"Tetrahydrofolate biosynthesis, GTP => THF"
GHMT2r,M00840,"Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF"
GHMT2r,M00841,"Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF"
FOLR2,M00140,"C1-unit interconversion, prokaryotes"
FOLR2,M00141,"C1-unit interconversion, eukaryotes"
FOLR2,M00377,Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
DHFR,M00140,"C1-unit interconversion, prokaryotes"
DHFR,M00141,"C1-unit interconversion, eukaryotes"
DHFR,M00377,Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
MTHFD,,
MTHFC,M00140,"C1-unit interconversion, prokaryotes"
MTHFC,M00141,"C1-unit interconversion, eukaryotes"
MTHFC,M00377,Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
FTCD,,
FTHFL,M00975,"Betaine degradation, bacteria, betaine => pyruvate"
FTHFDH,M00140,"C1-unit interconversion, prokaryotes"
FTHFDH,M00141,"C1-unit interconversion, eukaryotes"
FTHFDH,M00346,"Formaldehyde assimilation, serine pathway"
FTHFDH,M00532,Photorespiration
FTHFDH,M00975,"Betaine degradation, bacteria, betaine => pyruvate"
r0060,M00621,Glycine cleavage system
GHMT2rm,M00621,Glycine cleavage system
GCCam,M00621,Glycine cleavage system
GCCbim,,
GCCcm,M00126,"Tetrahydrofolate biosynthesis, GTP => THF"
GCCcm,M00840,"Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF"
GCCcm,M00841,"Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF"
r0514,M00140,"C1-unit interconversion, prokaryotes"
r0514,M00141,"C1-unit interconversion, eukaryotes"
r0514,M00377,Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
r0226,M00141,"C1-unit interconversion, eukaryotes"
MTHFDm,M00140,"C1-unit interconversion, prokaryotes"
MTHFDm,M00141,"C1-unit interconversion, eukaryotes"
MTHFDm,M00377,Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
MTHFD2m,M00140,"C1-unit interconversion, prokaryotes"
MTHFD2m,M00141,"C1-unit interconversion, eukaryotes"
MTHFD2m,M00377,Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
MTHFCm,,
FTHFLm,,
FTHFDHm_MitoCore,,
GLYATm,,
AOBUTDsm,,
AACTOORm_MitoCore,,
LGTHLm_MitoCore,,
GLYOXm,M00029,Urea cycle
LDH_Dm_MitoCore,M00029,Urea cycle
LDH_Dm_MitoCore,M00844,"Arginine biosynthesis, ornithine => arginine"
LDH_Dm_MitoCore,M00978,Ornithine-ammonia cycle
CBPSam,,
OCBTm,,
NOS1,,
NOS2,,
r0129,M00118,"Glutathione biosynthesis, glutamate => glutathione"
AMPTASECG,M00118,"Glutathione biosynthesis, glutamate => glutathione"
GLUCYS,,
GTHS,,
r0399,M00025,"Tyrosine biosynthesis, chorismate => HPP => tyrosine"
r0399,M00044,"Tyrosine degradation, tyrosine => homogentisate"
DHPR,M00044,"Tyrosine degradation, tyrosine => homogentisate"
TYRTA,M00044,"Tyrosine degradation, tyrosine => homogentisate"
TYRTB_MitoCore,M00044,"Tyrosine degradation, tyrosine => homogentisate"
34HPPOR,M00044,"Tyrosine degradation, tyrosine => homogentisate"
HGNTOR,M00044,"Tyrosine degradation, tyrosine => homogentisate"
MACACI,,
FUMAC,,
ASNS1,M00045,"Histidine degradation, histidine => N-formiminoglutamate => glutamate"
r0127,M00045,"Histidine degradation, histidine => N-formiminoglutamate => glutamate"
HISD,M00045,"Histidine degradation, histidine => N-formiminoglutamate => glutamate"
URCN,M00045,"Histidine degradation, histidine => N-formiminoglutamate => glutamate"
IZPN,,
GluForTx,M00013,"Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA"
GluForTx,M00991,"Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => acetyl-CoA"
GluForTx,M00992,"Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => acrylate => acetyl-CoA"
